2020年3月28日20小时37分钟13秒   程序启动
2020年3月28日20小时37分钟15秒   程序初始化完毕
2020年3月28日20小时37分钟17秒   摄像头_刷新当前可使用设备
2020年3月28日20小时37分钟18秒   摄像头_打开
2020年3月28日20小时37分钟18秒   人脸识别_获取人脸成功
2020年3月28日20小时37分钟21秒   人脸识别_获取人脸成功
2020年3月28日20小时37分钟23秒   人脸识别_获取人脸成功
2020年3月28日20小时37分钟25秒   人脸识别_获取人脸成功
2020年3月28日20小时37分钟27秒   人脸识别_获取人脸成功
2020年3月28日20小时37分钟30秒   人脸识别_获取人脸成功
2020年3月28日20小时37分钟32秒   人脸识别_获取人脸成功
2020年3月28日20小时37分钟34秒   人脸识别_获取人脸成功
2020年3月28日20小时37分钟35秒   摄像头_关闭
2020年3月28日20小时37分钟39秒   程序结束
