2020年4月13日12小时0分钟25秒   程序启动
2020年4月13日12小时0分钟27秒   程序初始化完毕
2020年4月13日12小时0分钟33秒   摄像头_刷新当前可使用设备
2020年4月13日12小时0分钟34秒   摄像头_打开
2020年4月13日12小时0分钟34秒   人脸识别_获取人脸成功
2020年4月13日12小时0分钟36秒   人脸识别_获取人脸成功
2020年4月13日12小时0分钟37秒   人脸识别_通过_数据采集
2020年4月13日12小时0分钟38秒   人脸识别_通过_活人验证
2020年4月13日12小时0分钟38秒   人脸识别_通过_获取登陆信息完成
2020年4月13日12小时0分钟59秒   学号:2018050102304_登陆成功
2020年4月13日12小时0分钟59秒   摄像头_关闭
2020年4月13日12小时2分钟5秒   程序结束
