2020年3月28日20小时38分钟52秒   程序启动
2020年3月28日20小时38分钟55秒   程序初始化完毕
2020年3月28日20小时38分钟58秒   摄像头_刷新当前可使用设备
2020年3月28日20小时38分钟59秒   摄像头_打开
2020年3月28日20小时38分钟59秒   人脸识别_获取人脸成功
2020年3月28日20小时39分钟2秒   人脸识别_获取人脸成功
2020年3月28日20小时39分钟4秒   人脸识别_获取人脸成功
2020年3月28日20小时39分钟6秒   人脸识别_获取人脸成功
2020年3月28日20小时39分钟8秒   摄像头_关闭
2020年3月28日20小时39分钟10秒   程序结束
