2020年4月13日12小时6分钟59秒   程序启动
2020年4月13日12小时7分钟1秒   程序初始化完毕
2020年4月13日12小时7分钟9秒   摄像头_刷新当前可使用设备
2020年4月13日12小时7分钟16秒   摄像头_刷新当前可使用设备
2020年4月13日12小时7分钟19秒   摄像头_打开
2020年4月13日12小时7分钟20秒   人脸识别_获取人脸成功
2020年4月13日12小时7分钟21秒   人脸识别_通过_数据采集
2020年4月13日12小时7分钟22秒   人脸识别_通过_活人验证
2020年4月13日12小时7分钟22秒   人脸识别_通过_获取登陆信息完成
2020年4月13日12小时7分钟49秒   学号:2018050102304_登陆成功
2020年4月13日12小时7分钟49秒   摄像头_关闭
2020年4月13日12小时9分钟23秒   程序结束
