2020年4月13日12小时39分钟58秒   程序启动
2020年4月13日12小时40分钟50秒   程序初始化完毕
2020年4月13日12小时40分钟52秒   摄像头_刷新当前可使用设备
2020年4月13日12小时40分钟53秒   摄像头_打开
2020年4月13日12小时40分钟54秒   人脸识别_获取人脸成功
2020年4月13日12小时40分钟56秒   人脸识别_获取人脸成功
2020年4月13日12小时40分钟57秒   人脸识别_通过_数据采集
2020年4月13日12小时40分钟57秒   人脸识别_通过_活人验证
2020年4月13日12小时40分钟58秒   人脸识别_通过_获取登陆信息完成
2020年4月13日12小时40分钟58秒   学号:2018050102304_登陆成功
2020年4月13日12小时40分钟58秒   摄像头_关闭
2020年4月13日12小时41分钟1秒   程序结束
