2020年3月28日20小时54分钟1秒   程序启动
2020年3月28日20小时54分钟3秒   程序初始化完毕
2020年3月28日20小时54分钟4秒   摄像头_刷新当前可使用设备
2020年3月28日20小时54分钟5秒   摄像头_打开
2020年3月28日20小时54分钟6秒   人脸识别_获取人脸成功
2020年3月28日20小时54分钟8秒   人脸识别_获取人脸成功
2020年3月28日20小时54分钟11秒   人脸识别_获取人脸成功
2020年3月28日20小时54分钟11秒   人脸识别_通过_数据采集
2020年3月28日20小时54分钟13秒   人脸识别_通过_活人验证
2020年3月28日20小时54分钟13秒   人脸识别_通过_获取登陆信息完成
2020年3月28日20小时54分钟35秒   学号:2018050102304_登陆成功
2020年3月28日20小时54分钟35秒   摄像头_关闭
2020年3月28日20小时55分钟5秒   程序结束
