2020年5月14日11小时24分钟1秒   程序启动
2020年5月14日11小时24分钟3秒   程序初始化完毕
2020年5月14日11小时24分钟9秒   学号:2018050102308_登陆失败
2020年5月14日11小时24分钟13秒   学号:2018050102308_登陆成功
2020年5月14日11小时24分钟45秒   摄像头_刷新当前可使用设备
2020年5月14日11小时24分钟46秒   摄像头_打开
2020年5月14日11小时24分钟46秒   人脸识别_获取人脸成功
2020年5月14日11小时24分钟49秒   人脸识别_获取人脸成功
2020年5月14日11小时24分钟52秒   人脸识别_获取人脸成功
2020年5月14日11小时24分钟54秒   人脸识别_获取人脸成功
2020年5月14日11小时24分钟56秒   摄像头_关闭
2020年5月14日11小时24分钟58秒   程序结束
