2020年5月14日16小时38分钟14秒   程序启动
2020年5月14日16小时38分钟15秒   程序初始化完毕
2020年5月14日16小时38分钟40秒   摄像头_刷新当前可使用设备
2020年5月14日16小时38分钟42秒   摄像头_打开
2020年5月14日16小时38分钟42秒   人脸识别_获取人脸成功
2020年5月14日16小时38分钟45秒   人脸识别_获取人脸成功
2020年5月14日16小时38分钟47秒   人脸识别_获取人脸成功
2020年5月14日16小时38分钟50秒   人脸识别_获取人脸成功
2020年5月14日16小时38分钟53秒   人脸识别_获取人脸成功
2020年5月14日16小时38分钟55秒   人脸识别_获取人脸成功
2020年5月14日16小时38分钟56秒   摄像头_关闭
2020年5月14日16小时46分钟0秒   程序结束
