2020年5月10日19小时47分钟30秒   程序启动
2020年5月10日19小时47分钟32秒   程序初始化完毕
2020年5月10日19小时47分钟35秒   学号:2018050102304_登陆失败
2020年5月10日19小时48分钟45秒   学号:2018050102304_登陆成功
2020年5月10日19小时52分钟57秒   摄像头_刷新当前可使用设备
2020年5月10日19小时52分钟58秒   摄像头_打开
2020年5月10日19小时52分钟59秒   人脸识别_获取人脸成功
2020年5月10日19小时53分钟2秒   人脸识别_获取人脸成功
2020年5月10日19小时53分钟5秒   人脸识别_获取人脸成功
2020年5月10日19小时53分钟8秒   人脸识别_获取人脸成功
2020年5月10日19小时53分钟10秒   人脸识别_获取人脸成功
2020年5月10日19小时53分钟11秒   摄像头_关闭
2020年5月10日19小时53分钟16秒   程序结束
