2021年1月10日22小时48分钟25秒   程序启动
2021年1月10日22小时48分钟27秒   程序初始化完毕
2021年1月10日22小时48分钟30秒   学号:2018050102309_登陆成功
2021年1月10日22小时51分钟44秒   摄像头_刷新当前可使用设备
2021年1月10日22小时51分钟45秒   摄像头_打开
2021年1月10日22小时51分钟47秒   人脸识别_获取人脸成功
2021年1月10日22小时51分钟49秒   人脸识别_获取人脸成功
2021年1月10日22小时51分钟51秒   人脸识别_获取人脸成功
2021年1月10日22小时51分钟54秒   人脸识别_获取人脸成功
2021年1月10日22小时51分钟56秒   人脸识别_获取人脸成功
2021年1月10日22小时51分钟58秒   人脸识别_获取人脸成功
2021年1月10日22小时51分钟59秒   摄像头_关闭
2021年1月10日22小时56分钟48秒   程序结束
